age,job,marital,education,contact,month,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,duration,y
34,blue-collar,married,secondary,telephone,nov,1,182,2,failure,-0.08,92.71,-42.1,3.01,5129.4,46,no
44,entrepreneur,married,tertiary,unknown,jun,1,-1,0,unknown,-0.19,93.477,-34.5,2.732,5244.8,467,no
38,blue-collar,married,primary,cellular,may,5,-1,0,unknown,-2.78,94.284,-44.0,3.752,5133.7,22,no
45,admin.,single,secondary,unknown,jun,1,-1,0,unknown,1.43,93.338,-50.2,2.636,5253.7,158,no
31,admin.,married,secondary,cellular,may,1,352,4,failure,-2.66,93.381,-41.1,2.42,5180.9,152,no
35,admin.,married,secondary,cellular,may,1,-1,0,unknown,-1.14,93.544,-41.0,4.216,5119.8,58,no
29,management,married,tertiary,cellular,may,3,-1,0,unknown,-0.07,93.1,-40.1,3.181,5200.6,473,yes
39,blue-collar,married,primary,unknown,jun,1,-1,0,unknown,2.22,93.095,-33.1,4.023,5164.5,89,no
68,retired,married,unknown,telephone,jun,1,-1,0,unknown,0.73,93.697,-45.1,4.674,5229.1,149,no
70,retired,married,primary,cellular,nov,1,-1,0,unknown,-1.42,93.899,-48.4,4.333,5266.6,112,no
25,admin.,single,tertiary,unknown,jun,1,-1,0,unknown,-1.6,93.617,-37.9,3.727,5112.2,579,no
27,services,single,secondary,unknown,jul,1,-1,0,unknown,-0.54,93.879,-44.1,2.835,5112.4,253,no
37,admin.,single,secondary,cellular,feb,1,174,2,other,1.11,94.036,-40.3,3.695,5167.5,129,yes
57,entrepreneur,married,secondary,unknown,may,1,-1,0,unknown,4.11,94.42,-47.7,3.437,5134.2,112,no
38,management,married,tertiary,cellular,feb,1,-1,0,unknown,1.3,93.725,-41.3,4.975,5233.2,138,no
27,student,single,secondary,cellular,jan,1,-1,0,unknown,1.8,93.8,-39.6,4.117,5139.2,503,no
60,retired,married,unknown,cellular,aug,2,-1,0,unknown,-0.09,94.183,-45.8,4.584,5194.2,106,no
46,blue-collar,married,primary,unknown,jun,13,-1,0,unknown,-1.39,93.808,-42.7,4.672,5126.3,94,no
31,services,single,secondary,cellular,apr,1,-1,0,unknown,0.61,93.865,-37.9,3.122,5217.6,325,yes
35,management,single,tertiary,cellular,aug,2,-1,0,unknown,1.29,93.365,-38.1,5.286,5204.3,168,no
67,retired,married,primary,cellular,oct,1,-1,0,unknown,2.92,93.862,-43.6,4.955,5170.9,1118,no
53,management,married,tertiary,cellular,aug,6,-1,0,unknown,0.21,93.278,-35.8,3.347,5193.3,85,no
49,housemaid,married,secondary,cellular,aug,2,-1,0,unknown,0.98,93.067,-50.1,4.398,5186.9,118,no
51,blue-collar,divorced,secondary,cellular,may,1,170,5,failure,1.09,93.574,-51.0,4.914,5228.2,134,no
50,blue-collar,married,primary,cellular,aug,6,-1,0,unknown,2.19,94.076,-39.1,2.769,5257.7,256,no
37,blue-collar,married,secondary,cellular,may,1,-1,0,unknown,1.7,93.851,-47.2,3.095,5248.7,153,no
34,blue-collar,single,secondary,unknown,may,1,-1,0,unknown,0.08,93.798,-45.3,3.706,5078.7,290,no
29,admin.,married,secondary,unknown,may,2,-1,0,unknown,2.22,94.484,-37.6,3.648,5183.9,314,no
42,blue-collar,divorced,primary,cellular,jul,3,-1,0,unknown,0.36,93.939,-41.6,4.134,5193.2,434,yes
47,blue-collar,married,secondary,cellular,aug,3,-1,0,unknown,1.1,94.436,-36.2,3.794,5198.9,68,no
36,management,married,tertiary,unknown,jun,3,-1,0,unknown,1.22,94.025,-56.9,3.702,5196.7,599,no
42,blue-collar,divorced,secondary,cellular,may,1,-1,0,unknown,0.0,93.173,-37.8,5.204,5190.1,133,no
60,blue-collar,married,primary,unknown,may,4,-1,0,unknown,0.33,94.312,-36.1,4.613,5170.4,125,no
38,services,married,secondary,cellular,may,1,343,5,failure,-0.73,93.623,-41.0,3.853,5218.5,262,no
39,admin.,divorced,secondary,cellular,jul,27,-1,0,unknown,2.64,92.855,-45.7,4.613,5072.3,16,no
32,admin.,married,secondary,unknown,jun,3,-1,0,unknown,1.0,93.671,-43.3,2.155,5199.7,381,no
32,blue-collar,married,primary,cellular,apr,3,335,1,other,1.12,93.563,-40.1,2.719,5162.3,295,no
38,admin.,married,secondary,cellular,apr,2,-1,0,unknown,-0.16,93.977,-48.2,2.753,5180.4,69,no
58,services,married,secondary,cellular,aug,4,-1,0,unknown,0.03,94.375,-33.0,1.701,5106.8,384,no
34,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,-0.47,93.239,-43.0,3.746,5151.0,134,no
37,management,married,tertiary,cellular,jul,2,419,1,failure,1.47,94.498,-43.8,4.776,5210.7,128,no
59,housemaid,married,primary,cellular,aug,4,-1,0,unknown,0.35,93.969,-42.7,4.448,5168.1,129,no
40,technician,single,secondary,cellular,aug,2,-1,0,unknown,1.36,93.137,-41.4,3.617,5070.1,125,no
51,admin.,married,secondary,cellular,apr,5,-1,0,unknown,2.95,93.355,-39.5,2.354,5168.5,104,no
58,unemployed,married,tertiary,cellular,feb,8,-1,0,unknown,-1.5,93.975,-40.8,2.64,5198.4,19,no
61,management,married,tertiary,cellular,apr,1,-1,0,unknown,-1.91,93.931,-42.3,3.389,5233.4,190,yes
39,blue-collar,married,primary,unknown,jun,4,-1,0,unknown,-0.4,93.479,-43.8,2.821,5189.6,112,no
48,technician,divorced,secondary,unknown,jun,1,-1,0,unknown,0.28,93.948,-46.6,3.149,5231.5,58,no
40,unemployed,single,secondary,unknown,may,1,-1,0,unknown,0.1,92.955,-43.1,3.862,5243.3,43,no
38,management,married,tertiary,cellular,feb,2,-1,0,unknown,0.03,94.233,-37.2,2.805,5036.8,214,no
56,entrepreneur,married,tertiary,telephone,nov,1,-1,0,unknown,-2.18,93.948,-43.5,2.357,5151.8,167,no
29,admin.,married,secondary,cellular,may,1,-1,0,unknown,-1.84,93.033,-44.4,2.424,5182.1,58,no
27,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,1.97,94.057,-41.2,1.666,5222.6,207,no
39,blue-collar,married,secondary,cellular,jul,2,-1,0,unknown,2.6,93.253,-48.2,1.505,5103.3,178,no
48,management,married,secondary,cellular,aug,8,-1,0,unknown,-1.55,93.15,-43.0,3.607,5251.1,208,no
43,blue-collar,divorced,primary,cellular,apr,2,146,1,failure,0.7,93.395,-38.1,3.45,5161.6,199,no
24,admin.,married,secondary,unknown,jun,4,-1,0,unknown,-0.73,92.782,-39.7,3.736,5157.0,622,no
49,management,divorced,tertiary,cellular,may,2,350,2,failure,0.89,93.818,-39.7,2.746,5172.4,288,no
47,blue-collar,married,secondary,cellular,oct,1,-1,0,unknown,-0.19,94.102,-43.5,3.057,5142.9,98,yes
59,retired,married,secondary,telephone,jul,2,-1,0,unknown,-0.18,93.926,-45.5,3.52,5105.7,498,no
36,technician,married,secondary,cellular,aug,2,-1,0,unknown,1.46,92.818,-34.6,3.77,5107.7,175,no
57,blue-collar,married,secondary,cellular,jul,8,-1,0,unknown,-0.26,93.747,-41.4,4.131,5185.0,157,no
48,technician,married,secondary,unknown,jun,4,-1,0,unknown,2.66,93.616,-47.4,3.504,5204.8,524,no
27,management,single,tertiary,unknown,jun,1,-1,0,unknown,1.32,93.777,-38.6,2.058,5174.3,49,no
39,blue-collar,married,secondary,cellular,may,2,-1,0,unknown,-1.47,94.325,-38.8,4.185,5230.9,98,no
53,blue-collar,married,secondary,unknown,may,4,-1,0,unknown,0.54,93.64,-39.4,2.288,5112.6,134,no
55,technician,married,tertiary,cellular,apr,2,-1,0,unknown,1.08,93.581,-41.8,1.878,5105.6,387,yes
53,blue-collar,married,primary,unknown,jul,1,-1,0,unknown,1.09,92.579,-39.2,5.294,5067.7,212,no
35,technician,married,secondary,telephone,jan,3,-1,0,unknown,2.44,94.959,-45.1,1.682,5205.0,653,no
30,blue-collar,married,secondary,cellular,may,3,-1,0,unknown,0.16,93.11,-33.5,2.199,5161.1,102,no
31,management,single,tertiary,cellular,nov,4,-1,0,unknown,-0.06,93.078,-41.2,3.079,5198.2,251,no
37,services,married,secondary,cellular,jul,6,-1,0,unknown,1.31,93.793,-41.3,4.132,5136.7,88,no
46,management,single,tertiary,unknown,jul,1,-1,0,unknown,0.52,94.041,-42.0,3.102,5179.6,68,no
28,entrepreneur,married,secondary,unknown,may,2,-1,0,unknown,-0.31,94.292,-45.7,3.23,5185.4,394,no
59,unemployed,divorced,secondary,telephone,feb,1,-1,0,unknown,1.75,92.912,-46.5,4.725,5140.6,251,no
56,retired,married,secondary,cellular,aug,4,-1,0,unknown,0.09,94.046,-42.1,3.423,5152.0,110,no
53,services,married,secondary,cellular,aug,2,-1,0,unknown,-0.23,94.079,-38.6,5.155,5128.9,168,no
44,retired,divorced,primary,unknown,may,1,-1,0,unknown,-0.24,94.555,-42.3,2.607,5256.0,124,no
34,technician,single,secondary,unknown,jun,3,-1,0,unknown,0.74,93.514,-30.5,4.775,5102.1,102,no
45,blue-collar,married,secondary,unknown,jun,24,-1,0,unknown,0.25,93.905,-40.0,3.412,5283.7,145,no
46,management,divorced,secondary,cellular,nov,1,-1,0,unknown,0.43,94.025,-41.5,3.697,5201.8,273,no
39,management,married,tertiary,cellular,aug,4,-1,0,unknown,-0.25,93.221,-41.0,3.493,5188.8,157,no
33,management,married,tertiary,unknown,may,4,-1,0,unknown,-1.47,93.643,-41.5,3.093,5250.6,342,no
50,admin.,married,secondary,cellular,aug,2,-1,0,unknown,-0.34,93.108,-41.0,2.981,5200.8,358,no
32,blue-collar,single,secondary,unknown,sep,1,-1,0,unknown,2.24,94.435,-46.7,3.711,5179.7,11,no
58,housemaid,married,primary,unknown,jun,1,-1,0,unknown,-1.44,94.512,-40.7,3.049,5223.2,37,no
38,technician,married,tertiary,unknown,may,4,-1,0,unknown,-1.09,92.805,-40.2,1.549,5109.5,96,no
33,services,single,secondary,telephone,may,2,-1,0,unknown,1.06,93.527,-43.1,2.764,5202.6,317,no
54,management,married,tertiary,cellular,oct,2,94,1,success,-0.07,94.448,-38.2,4.034,5307.1,194,yes
42,admin.,married,secondary,unknown,may,24,-1,0,unknown,-0.16,93.061,-43.8,4.277,5250.4,21,no
29,blue-collar,married,secondary,cellular,apr,2,343,3,other,-0.95,93.555,-39.7,2.735,5166.5,172,no
51,management,married,tertiary,cellular,jul,1,-1,0,unknown,-1.45,93.427,-45.8,2.519,5162.6,234,no
49,blue-collar,married,primary,cellular,jul,3,-1,0,unknown,1.96,92.409,-38.6,3.287,5336.8,491,yes
48,management,married,tertiary,cellular,jan,4,50,4,other,-0.73,93.964,-44.5,3.538,5223.9,122,no
46,blue-collar,married,primary,unknown,jun,4,-1,0,unknown,1.07,93.726,-42.5,1.493,5106.8,110,no
61,housemaid,married,primary,telephone,dec,1,-1,0,unknown,-0.49,94.094,-43.6,1.077,5167.4,237,no
53,admin.,single,secondary,cellular,may,1,370,1,failure,-2.3,93.678,-38.2,4.537,5203.5,305,no
30,technician,single,secondary,unknown,may,2,-1,0,unknown,-0.05,93.742,-46.4,3.453,5168.4,67,no
34,admin.,single,secondary,unknown,may,1,-1,0,unknown,0.19,93.21,-50.0,3.169,5208.7,297,no
79,retired,divorced,secondary,telephone,feb,2,181,1,failure,-1.99,94.395,-36.3,3.346,5241.6,105,no
39,management,married,secondary,unknown,may,2,-1,0,unknown,1.11,93.242,-42.3,4.516,5180.2,1168,no
28,unemployed,single,tertiary,cellular,may,1,336,2,failure,-0.04,93.409,-45.5,0.582,5169.1,911,no
55,management,married,tertiary,cellular,apr,2,-1,0,unknown,0.61,93.36,-45.8,3.316,5140.7,222,yes
32,blue-collar,married,secondary,cellular,may,5,-1,0,unknown,2.87,93.898,-45.5,3.461,5242.1,20,no
39,blue-collar,single,primary,cellular,apr,1,39,2,success,0.39,92.999,-34.3,4.422,5129.5,620,no
43,self-employed,married,primary,cellular,aug,4,-1,0,unknown,-0.03,93.472,-44.3,4.889,5163.4,362,no
34,unknown,married,secondary,cellular,nov,2,-1,0,unknown,-0.45,93.587,-39.1,2.702,5193.4,50,no
58,services,married,secondary,cellular,aug,5,-1,0,unknown,-0.98,95.146,-44.0,3.399,5175.8,202,no
45,technician,single,unknown,telephone,jul,2,-1,0,unknown,-0.29,93.116,-42.3,4.798,5172.2,6,no
34,admin.,married,secondary,cellular,oct,2,-1,0,unknown,0.27,93.883,-36.3,2.492,5147.2,401,yes
26,technician,single,secondary,cellular,jan,1,-1,0,unknown,1.95,93.572,-40.4,3.54,5108.1,89,no
52,blue-collar,married,primary,cellular,aug,3,-1,0,unknown,0.64,93.592,-43.5,3.121,5174.0,82,no
55,housemaid,married,primary,unknown,jun,1,-1,0,unknown,-0.58,94.178,-42.5,2.794,5158.2,64,no
37,blue-collar,married,primary,unknown,jun,1,-1,0,unknown,0.07,93.808,-42.6,1.948,5083.4,80,no
31,unemployed,single,tertiary,unknown,may,2,-1,0,unknown,0.26,93.601,-41.0,3.795,5140.3,480,no
40,self-employed,married,secondary,cellular,aug,6,-1,0,unknown,1.01,94.355,-40.3,2.509,5155.3,55,no
32,blue-collar,married,secondary,cellular,apr,1,334,1,other,0.48,94.408,-40.0,2.227,5100.9,179,no
48,management,single,tertiary,unknown,jun,2,-1,0,unknown,1.56,93.993,-35.4,4.189,5194.8,34,no
28,unemployed,married,secondary,unknown,jun,2,-1,0,unknown,2.55,93.807,-38.1,2.081,5190.7,606,no
50,admin.,married,secondary,unknown,jun,2,-1,0,unknown,0.18,92.596,-45.2,3.033,5072.1,626,no
42,technician,married,secondary,cellular,feb,2,-1,0,unknown,-1.97,93.136,-36.6,2.953,5128.1,765,no
30,blue-collar,married,primary,telephone,jul,10,-1,0,unknown,2.13,93.729,-42.2,2.631,5150.4,207,no
51,blue-collar,married,primary,cellular,nov,1,195,1,failure,0.73,92.14,-37.6,4.187,5165.3,174,no
37,management,married,tertiary,cellular,jul,2,182,3,success,1.22,93.709,-36.8,2.777,5152.4,268,yes
36,services,married,secondary,cellular,feb,5,-1,0,unknown,2.37,94.248,-42.0,3.528,5180.6,220,no
26,blue-collar,single,secondary,unknown,may,1,-1,0,unknown,-0.02,93.756,-50.5,4.142,5076.6,174,no
29,admin.,single,secondary,cellular,may,1,345,1,other,-0.52,93.468,-44.3,4.477,5234.0,84,no
56,blue-collar,single,secondary,cellular,jul,3,-1,0,unknown,0.62,93.74,-37.8,1.676,5185.5,819,yes
34,technician,divorced,secondary,cellular,jul,2,-1,0,unknown,0.03,93.859,-46.0,4.457,5158.4,81,no
30,management,single,tertiary,unknown,may,2,-1,0,unknown,1.01,94.047,-47.0,2.674,5258.0,73,no
34,management,married,tertiary,telephone,nov,2,-1,0,unknown,2.88,93.646,-41.6,2.506,5228.0,34,no
31,blue-collar,single,secondary,telephone,may,3,-1,0,unknown,0.22,92.653,-45.9,3.731,5210.7,185,no
40,self-employed,married,tertiary,cellular,oct,1,136,8,other,0.62,93.789,-50.4,4.198,5204.0,138,no
50,services,married,secondary,unknown,jun,2,-1,0,unknown,0.32,94.167,-40.8,2.523,5134.2,53,no
48,unemployed,married,primary,cellular,nov,2,-1,0,unknown,-0.89,93.972,-42.5,3.19,5062.0,213,no
30,blue-collar,married,secondary,cellular,jul,2,-1,0,unknown,1.69,93.248,-37.1,4.361,5180.0,220,no
42,admin.,married,unknown,cellular,may,3,-1,0,unknown,1.77,94.101,-46.6,1.364,5141.6,116,no
44,admin.,married,secondary,unknown,jun,2,-1,0,unknown,2.41,94.344,-36.9,3.99,5298.8,271,no
59,blue-collar,married,secondary,unknown,jun,5,-1,0,unknown,1.51,93.754,-40.3,3.033,5215.5,92,no
53,blue-collar,divorced,primary,telephone,nov,1,92,1,success,-0.45,93.843,-40.8,2.566,5123.7,241,yes
44,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,-1.14,93.343,-44.0,1.944,5092.7,452,no
65,housemaid,married,primary,cellular,mar,1,-1,0,unknown,-0.94,93.058,-38.8,3.515,5136.2,323,yes
33,management,married,tertiary,cellular,nov,1,-1,0,unknown,2.56,93.395,-34.9,3.346,5127.3,87,no
39,admin.,single,secondary,cellular,jan,2,-1,0,unknown,0.09,93.418,-42.6,3.514,5151.4,107,no
32,technician,single,secondary,cellular,jul,1,-1,0,unknown,-1.28,94.29,-38.9,3.082,5172.9,110,no
45,blue-collar,married,unknown,unknown,may,3,-1,0,unknown,-1.24,94.217,-46.4,2.925,5195.6,204,no
40,services,married,secondary,cellular,jul,2,-1,0,unknown,0.77,92.651,-41.8,3.679,5157.8,39,no
41,technician,single,tertiary,cellular,nov,1,-1,0,unknown,-0.14,92.939,-44.1,3.588,5211.2,164,no
33,technician,married,tertiary,cellular,aug,20,-1,0,unknown,-1.08,93.608,-43.5,4.089,5197.9,15,no
55,technician,divorced,secondary,cellular,may,1,-1,0,unknown,1.55,94.279,-40.7,3.694,5242.8,176,no
43,services,married,secondary,cellular,nov,3,-1,0,unknown,-1.1,93.786,-44.7,5.186,5120.7,165,no
39,services,married,primary,cellular,may,1,-1,0,unknown,2.16,93.598,-37.0,2.589,5261.3,628,no
31,services,married,secondary,cellular,jul,1,-1,0,unknown,-0.2,93.742,-39.9,2.044,5234.9,359,no
29,entrepreneur,married,secondary,unknown,jun,3,-1,0,unknown,2.85,93.759,-35.2,1.504,5182.6,205,no
29,entrepreneur,single,secondary,cellular,jan,3,-1,0,unknown,0.02,94.062,-48.2,2.274,5227.3,413,no
46,blue-collar,married,primary,cellular,may,2,353,58,other,0.92,93.343,-35.4,3.67,5182.2,523,yes
30,management,single,tertiary,cellular,jan,1,-1,0,unknown,0.04,93.963,-38.0,2.616,5291.9,66,no
76,retired,married,secondary,telephone,nov,2,-1,0,unknown,2.66,93.795,-40.9,3.162,5213.9,345,no
33,technician,married,tertiary,unknown,may,1,-1,0,unknown,-1.42,93.876,-44.6,3.75,5242.2,139,no
33,blue-collar,married,secondary,cellular,apr,1,-1,0,unknown,2.32,93.272,-48.2,3.839,5183.7,377,no
23,services,married,secondary,unknown,may,5,-1,0,unknown,2.13,93.955,-47.4,1.957,5171.4,90,no
27,management,single,tertiary,cellular,aug,3,91,1,failure,-0.19,92.633,-42.1,1.542,5238.7,171,no
38,entrepreneur,married,secondary,unknown,jun,2,-1,0,unknown,-0.91,94.093,-36.8,3.118,5157.5,143,no
31,blue-collar,married,primary,unknown,may,4,-1,0,unknown,-1.77,93.06,-47.2,2.803,5203.4,245,no
60,unemployed,married,secondary,cellular,may,3,279,4,success,0.75,93.699,-41.9,2.946,5257.9,173,yes
37,management,single,tertiary,cellular,apr,5,150,7,failure,-1.22,94.133,-33.9,1.769,5267.4,885,yes
52,entrepreneur,single,unknown,unknown,jun,2,-1,0,unknown,0.52,94.254,-50.4,5.289,5138.0,9,no
39,management,single,tertiary,cellular,nov,1,-1,0,unknown,-1.75,92.92,-40.0,5.39,5077.2,248,no
33,blue-collar,married,primary,cellular,may,2,-1,0,unknown,-0.03,93.626,-35.7,4.45,5157.7,217,no
43,services,married,secondary,unknown,may,1,-1,0,unknown,3.34,93.785,-40.8,3.591,5221.2,129,no
32,blue-collar,single,secondary,unknown,jun,2,-1,0,unknown,0.01,93.287,-37.6,3.856,5211.3,67,no
59,management,single,secondary,unknown,may,1,-1,0,unknown,-0.3,94.34,-44.4,3.107,5257.3,485,no
30,technician,single,tertiary,cellular,apr,1,-1,0,unknown,1.55,93.073,-40.6,3.476,5054.4,375,yes
42,self-employed,married,secondary,cellular,feb,1,189,16,other,0.72,93.494,-35.6,2.071,5197.9,183,no
37,technician,single,tertiary,cellular,nov,1,-1,0,unknown,-0.58,93.98,-46.4,3.197,5143.3,37,no
31,admin.,single,secondary,cellular,jul,1,-1,0,unknown,1.26,93.493,-44.6,4.133,5113.3,230,no
42,unemployed,single,secondary,cellular,jul,4,-1,0,unknown,1.76,92.498,-44.5,3.956,5199.4,145,no
33,blue-collar,married,secondary,cellular,may,3,367,4,other,-1.24,94.233,-34.5,1.905,5199.6,51,no
34,services,single,secondary,cellular,may,1,-1,0,unknown,0.31,92.623,-40.3,3.58,5156.9,672,yes
30,technician,divorced,secondary,cellular,aug,5,-1,0,unknown,2.44,92.991,-43.5,4.083,5238.3,65,no
54,unemployed,single,tertiary,cellular,jul,1,-1,0,unknown,-0.74,94.084,-39.5,1.632,5212.7,101,no
46,technician,divorced,unknown,unknown,may,5,-1,0,unknown,-1.03,93.654,-41.3,1.78,5193.5,158,no
22,student,single,secondary,cellular,may,1,-1,0,unknown,-2.38,93.45,-43.3,2.991,5220.4,105,no
31,self-employed,married,secondary,cellular,oct,1,152,6,failure,0.22,94.202,-37.3,3.614,5159.7,845,no
33,blue-collar,married,primary,cellular,apr,1,-1,0,unknown,0.56,93.52,-40.1,2.466,5239.4,222,no
36,blue-collar,divorced,secondary,cellular,may,7,360,4,other,-0.85,94.651,-47.7,3.358,5114.5,34,no
56,blue-collar,married,secondary,cellular,nov,1,-1,0,unknown,0.87,93.989,-38.9,5.27,5179.2,70,no
51,unemployed,married,secondary,telephone,jan,2,-1,0,unknown,1.57,94.528,-43.8,2.685,5108.2,237,no
50,admin.,married,secondary,unknown,jun,3,-1,0,unknown,-0.24,94.028,-38.1,4.319,5159.8,417,no
24,student,single,secondary,cellular,nov,2,92,3,failure,-1.17,93.932,-38.9,2.252,5077.9,256,yes
35,technician,divorced,secondary,cellular,aug,4,-1,0,unknown,-0.46,94.025,-50.4,4.166,5193.0,250,no
30,management,single,tertiary,cellular,aug,4,-1,0,unknown,0.64,93.2,-44.2,4.827,5214.3,103,no
48,management,married,tertiary,cellular,oct,2,-1,0,unknown,0.99,93.761,-39.3,1.087,5162.8,1226,yes
36,admin.,divorced,tertiary,cellular,jan,2,2,1,other,1.06,94.306,-36.2,3.318,5220.7,60,no
59,blue-collar,single,primary,unknown,may,1,-1,0,unknown,-0.24,94.414,-36.7,2.173,5201.7,123,no
35,blue-collar,married,primary,cellular,may,2,-1,0,unknown,0.05,94.176,-38.8,4.163,5162.0,97,no
49,services,single,secondary,cellular,jan,1,-1,0,unknown,0.91,93.594,-42.7,3.738,5143.3,197,no
36,technician,single,tertiary,cellular,aug,12,-1,0,unknown,-1.22,94.143,-40.0,2.068,5204.3,29,no
41,management,married,tertiary,cellular,nov,1,-1,0,unknown,-1.48,93.844,-39.9,2.048,5112.5,112,no
43,technician,single,tertiary,cellular,aug,2,-1,0,unknown,0.28,93.432,-36.7,3.566,5182.6,97,no
20,student,single,secondary,cellular,aug,1,-1,0,unknown,-0.06,92.758,-40.6,3.224,5174.8,203,no
45,management,married,primary,telephone,jul,4,-1,0,unknown,-1.26,94.063,-43.1,4.536,5146.2,145,no
26,blue-collar,single,secondary,cellular,jul,2,-1,0,unknown,0.26,93.273,-45.2,3.067,5324.1,36,no
57,technician,married,secondary,unknown,may,2,-1,0,unknown,-1.0,93.452,-38.7,4.551,5142.8,200,no
35,admin.,single,secondary,cellular,jul,10,-1,0,unknown,0.73,94.229,-44.6,3.32,5187.5,48,no
31,blue-collar,married,secondary,cellular,apr,2,340,2,other,0.01,92.76,-44.0,3.594,5200.6,542,no
45,technician,single,tertiary,cellular,aug,4,-1,0,unknown,-0.88,93.772,-44.6,2.37,5337.7,773,yes
34,management,married,tertiary,cellular,jul,4,-1,0,unknown,0.19,93.986,-41.1,3.967,5263.6,118,no
33,technician,divorced,secondary,cellular,nov,5,-1,0,unknown,1.73,93.648,-46.1,4.059,5206.1,167,no
32,blue-collar,divorced,primary,cellular,jul,2,-1,0,unknown,1.28,93.196,-43.8,3.399,5137.1,129,no
40,management,married,secondary,cellular,may,1,104,2,failure,0.55,93.734,-42.1,2.724,5110.9,135,no
41,technician,single,secondary,unknown,may,3,-1,0,unknown,-0.12,93.579,-44.6,4.406,5193.6,329,no
45,admin.,married,secondary,cellular,aug,1,364,1,other,-0.19,93.608,-39.4,3.239,5227.8,356,yes
49,blue-collar,married,secondary,cellular,may,2,-1,0,unknown,-0.52,93.489,-39.4,3.511,5119.9,349,no
42,technician,married,secondary,cellular,nov,2,-1,0,unknown,2.26,94.754,-36.3,3.539,5257.9,75,no
32,technician,single,secondary,cellular,aug,2,-1,0,unknown,1.11,93.932,-44.3,1.68,5224.4,210,no
25,technician,single,secondary,cellular,may,2,-1,0,unknown,-1.59,93.768,-35.8,1.423,5224.8,186,no
27,services,single,secondary,cellular,jul,2,-1,0,unknown,0.16,93.078,-44.2,2.493,5289.9,606,no
54,housemaid,married,unknown,unknown,jun,1,-1,0,unknown,3.1,93.243,-40.0,2.69,5123.5,83,no
38,management,married,tertiary,unknown,jul,8,-1,0,unknown,0.66,94.148,-41.2,4.789,5159.5,717,no
33,technician,married,secondary,cellular,may,1,-1,0,unknown,2.43,93.296,-37.0,1.197,5238.9,380,no
40,technician,married,secondary,telephone,oct,1,-1,0,unknown,-1.34,94.267,-46.9,1.295,5134.2,19,no
30,management,single,tertiary,cellular,aug,3,-1,0,unknown,0.74,94.022,-45.8,3.801,5141.9,179,no
45,unemployed,married,secondary,cellular,may,1,-1,0,unknown,0.32,94.636,-40.5,3.031,5202.6,195,no
30,blue-collar,married,secondary,unknown,may,2,-1,0,unknown,1.59,94.187,-43.4,3.362,5223.6,281,no
43,admin.,single,secondary,unknown,may,1,-1,0,unknown,1.79,93.874,-39.3,3.356,5105.3,127,no
37,technician,single,secondary,cellular,nov,3,139,6,failure,-1.55,93.111,-45.2,3.18,5133.3,104,no
32,technician,single,tertiary,cellular,aug,4,-1,0,unknown,1.07,93.438,-36.7,3.669,5084.1,234,no
35,admin.,single,secondary,cellular,jul,1,-1,0,unknown,0.01,92.857,-43.1,1.865,5157.4,84,no
48,unemployed,married,secondary,telephone,jul,3,-1,0,unknown,-0.02,93.729,-40.5,3.213,5208.0,135,no
46,housemaid,married,secondary,cellular,may,3,183,1,success,1.37,93.381,-37.8,3.436,5123.0,181,yes
44,blue-collar,single,secondary,unknown,jun,7,-1,0,unknown,1.03,94.281,-40.0,2.782,5197.4,179,no
30,self-employed,single,tertiary,unknown,jun,4,-1,0,unknown,1.9,92.338,-43.9,3.512,5129.4,142,no
53,admin.,married,secondary,cellular,aug,1,-1,0,unknown,-1.11,93.079,-45.4,3.958,5156.6,222,no
47,blue-collar,married,primary,unknown,may,1,-1,0,unknown,0.28,93.176,-44.9,4.983,5194.1,207,no
59,self-employed,married,unknown,cellular,aug,2,-1,0,unknown,0.17,93.466,-38.5,2.832,5200.2,171,no
31,admin.,married,secondary,telephone,oct,1,-1,0,unknown,0.38,94.399,-44.5,3.269,5171.2,60,no
41,entrepreneur,single,secondary,cellular,jul,1,-1,0,unknown,0.21,93.161,-44.3,4.698,5159.5,1204,yes
35,management,married,tertiary,cellular,nov,4,-1,0,unknown,0.27,93.587,-42.6,2.469,5185.9,223,no
41,admin.,married,secondary,cellular,nov,1,-1,0,unknown,0.98,93.609,-47.8,4.417,5154.6,77,no
51,blue-collar,divorced,primary,unknown,may,1,-1,0,unknown,-1.68,93.462,-46.6,2.769,5300.7,181,no
31,management,married,tertiary,cellular,may,1,-1,0,unknown,-0.79,93.882,-41.9,3.756,5278.4,67,no
53,blue-collar,married,secondary,unknown,jun,2,-1,0,unknown,-1.16,93.664,-42.4,3.103,5249.6,360,no
42,management,married,tertiary,cellular,nov,2,-1,0,unknown,-0.95,94.434,-36.1,4.5,5161.1,709,yes
58,retired,married,tertiary,cellular,aug,2,-1,0,unknown,1.18,95.345,-42.7,3.955,5175.1,138,no
41,technician,married,secondary,unknown,may,1,-1,0,unknown,2.12,93.757,-30.5,2.764,5258.8,145,no
43,technician,single,secondary,cellular,jul,2,-1,0,unknown,-0.55,93.6,-37.5,3.911,5208.9,94,no
57,technician,married,tertiary,cellular,aug,5,-1,0,unknown,-1.34,93.144,-48.3,2.676,5200.9,242,no
